actor_id,revenue,revenue_year,employees,sector,market_index
OC_ACTOR_10526,,2021.0,,,NULL
OC_ACTOR_10527,,,,,NULL
OC_ACTOR_10528,,,,,NULL
OC_ACTOR_10529,,,,,NULL
OC_ACTOR_10530,,,,,NULL
OC_ACTOR_10531,,,,,NULL
OC_ACTOR_10532,,,,,NULL
OC_ACTOR_10533,,2021.0,,,NULL
OC_ACTOR_10534,,,,,NULL
OC_ACTOR_10535,,,,,NULL
OC_ACTOR_10536,,,,,NULL
OC_ACTOR_10537,,,,,NULL
OC_ACTOR_10538,,,,,NULL
OC_ACTOR_10539,,,,,NULL
OC_ACTOR_10540,,,,,NULL
OC_ACTOR_10541,,2019.0,,,NULL
OC_ACTOR_10542,,,,,NULL
OC_ACTOR_10543,,,,,NULL
OC_ACTOR_10544,,,,,NULL
OC_ACTOR_10545,,2017.0,,,NULL
OC_ACTOR_10546,,2013.0,,,NULL
OC_ACTOR_10547,,,,,NULL
OC_ACTOR_10548,,,,,NULL
OC_ACTOR_10549,,,,,NULL
OC_ACTOR_10550,,,,,NULL
OC_ACTOR_10551,,,,,NULL
OC_ACTOR_10552,,,,,NULL
OC_ACTOR_10553,,,,,NULL
OC_ACTOR_10554,,,,,NULL
OC_ACTOR_10555,,,,,NULL
OC_ACTOR_10556,,,,,NULL
OC_ACTOR_10557,,,,,NULL
OC_ACTOR_10558,,,,,NULL
OC_ACTOR_10559,,,,,NULL
OC_ACTOR_10560,,,,,NULL
OC_ACTOR_10561,,,,,NULL
OC_ACTOR_10562,,,,,NULL
OC_ACTOR_10563,,,,,NULL
OC_ACTOR_10564,,,,,NULL
OC_ACTOR_10565,,,,,NULL
OC_ACTOR_10566,,,,,NULL
OC_ACTOR_10567,,,,,NULL
OC_ACTOR_10568,,,,,NULL
OC_ACTOR_10569,,,,,NULL
OC_ACTOR_10570,,,,,NULL
OC_ACTOR_10571,,,,,NULL
OC_ACTOR_10572,,,,,NULL
OC_ACTOR_10573,,,,,NULL
OC_ACTOR_10574,,,,,NULL
OC_ACTOR_10575,,,,,NULL
OC_ACTOR_10576,,,,,NULL
OC_ACTOR_10577,,,,,NULL
OC_ACTOR_10578,,,,,NULL
OC_ACTOR_10579,,,,,NULL
OC_ACTOR_10580,,,,,NULL
OC_ACTOR_10581,,,,,NULL
OC_ACTOR_10582,,,,,NULL
OC_ACTOR_10583,,,,,NULL
OC_ACTOR_10584,,,,,NULL
OC_ACTOR_10585,,,,,NULL
OC_ACTOR_10586,,,,,NULL
OC_ACTOR_10587,,,,,NULL
OC_ACTOR_10588,,,,,NULL
OC_ACTOR_10589,,,,,NULL
OC_ACTOR_10590,,,,,NULL
OC_ACTOR_10591,,,,,NULL
OC_ACTOR_10592,,,,,NULL
OC_ACTOR_10593,,,,,NULL
OC_ACTOR_10594,,,,,NULL
OC_ACTOR_10595,,,,,NULL
OC_ACTOR_10596,,,,,NULL
OC_ACTOR_10597,,,,,NULL
OC_ACTOR_10598,,,,,NULL
OC_ACTOR_10599,,,,,NULL
OC_ACTOR_10600,,2021.0,,,NULL
OC_ACTOR_10601,,,,,NULL
OC_ACTOR_10602,,2021.0,,,NULL
OC_ACTOR_10603,,,,,NULL
OC_ACTOR_10604,,,,,NULL
OC_ACTOR_10605,,2021.0,,,NULL
OC_ACTOR_10606,,,,,NULL
OC_ACTOR_10607,,,,,NULL
OC_ACTOR_10608,,2020.0,,,NULL
OC_ACTOR_10609,,,,,NULL
OC_ACTOR_10610,,,,,NULL
OC_ACTOR_10611,,2020.0,,,NULL
OC_ACTOR_10612,,2021.0,,,NULL
OC_ACTOR_10613,,2020.0,,,NULL
OC_ACTOR_10614,,2021.0,,,NULL
OC_ACTOR_10615,,,,,NULL
OC_ACTOR_10616,,2021.0,,,NULL
OC_ACTOR_10617,,2021.0,,,NULL
OC_ACTOR_10618,,2021.0,,,NULL
OC_ACTOR_10619,,2021.0,,,NULL
OC_ACTOR_10620,,,,,NULL
OC_ACTOR_10621,,2020.0,,,NULL
OC_ACTOR_10622,,2021.0,,,NULL
OC_ACTOR_10623,,2021.0,,,NULL
OC_ACTOR_10624,,2021.0,,,NULL
OC_ACTOR_10625,,2021.0,,,NULL
OC_ACTOR_10626,,2021.0,,,NULL
OC_ACTOR_10627,,,,,NULL
OC_ACTOR_10628,,,,,NULL
OC_ACTOR_10629,,,,,NULL
OC_ACTOR_10630,,,,,NULL
OC_ACTOR_10631,,,,,NULL
OC_ACTOR_10632,,,,,NULL
OC_ACTOR_10633,,,,,NULL
OC_ACTOR_10634,,,,,NULL
OC_ACTOR_10635,,,,,NULL
OC_ACTOR_10636,,,,,NULL
OC_ACTOR_10637,,,,,NULL
OC_ACTOR_10638,,,,,NULL
OC_ACTOR_10639,,,,,NULL
OC_ACTOR_10640,,,,,NULL
OC_ACTOR_10641,,,,,NULL
OC_ACTOR_10642,,,,,NULL
OC_ACTOR_10643,,,,,NULL
OC_ACTOR_10644,,,,,NULL
OC_ACTOR_10645,,,,,NULL
OC_ACTOR_10646,,2016.0,,,NULL
OC_ACTOR_10647,,,,,NULL
OC_ACTOR_10648,,,,,NULL
OC_ACTOR_10649,,,,,NULL
OC_ACTOR_10650,,,,,NULL
OC_ACTOR_10651,,,,,NULL
OC_ACTOR_10652,,,,,NULL
OC_ACTOR_10653,,,,,NULL
OC_ACTOR_10654,,,,,NULL
OC_ACTOR_10655,,,,,NULL
OC_ACTOR_10656,,,,,NULL
OC_ACTOR_10657,,,,,NULL
OC_ACTOR_10658,,,,,NULL
OC_ACTOR_10659,,,,,NULL
OC_ACTOR_10660,,,,,NULL
OC_ACTOR_10661,,,,,NULL
OC_ACTOR_10662,,,,,NULL
OC_ACTOR_10663,,,,,NULL
OC_ACTOR_10664,,,,,NULL
OC_ACTOR_10665,,,,,NULL
OC_ACTOR_10666,,,,,NULL
OC_ACTOR_10667,,,,,NULL
OC_ACTOR_10668,,,,,NULL
OC_ACTOR_10669,,2020.0,,,NULL
OC_ACTOR_10670,,,,,NULL
OC_ACTOR_10671,,,,,NULL
OC_ACTOR_10672,,,,,NULL
OC_ACTOR_10673,,,,,NULL
OC_ACTOR_10674,,,,,NULL
OC_ACTOR_10675,,,,,NULL
OC_ACTOR_10676,,,,,NULL
OC_ACTOR_10677,,2021.0,,,NULL
OC_ACTOR_10678,,,,,NULL
OC_ACTOR_10679,,,,,NULL
OC_ACTOR_10680,,2021.0,,,NULL
OC_ACTOR_10681,,,,,NULL
OC_ACTOR_10682,,,,,NULL
OC_ACTOR_10683,,,,,NULL
OC_ACTOR_10684,,,,,NULL
OC_ACTOR_10685,,,,,NULL
OC_ACTOR_10686,,,,,NULL
OC_ACTOR_10687,,,,,NULL
OC_ACTOR_10688,,,,,NULL
OC_ACTOR_10689,,2019.0,,,NULL
OC_ACTOR_10690,,,,,NULL
OC_ACTOR_10691,,,,,NULL
OC_ACTOR_10692,,,,,NULL
OC_ACTOR_10693,,,,,NULL
OC_ACTOR_10694,,,,,NULL
OC_ACTOR_10695,,,,,NULL
OC_ACTOR_10696,,,,,NULL
OC_ACTOR_10697,,,,,NULL
OC_ACTOR_10698,,,,,NULL
OC_ACTOR_10699,,,,,NULL
OC_ACTOR_10700,,,,,NULL
OC_ACTOR_10701,,2015.0,,,NULL
OC_ACTOR_10702,,,,,NULL
OC_ACTOR_10703,,,,,NULL
OC_ACTOR_10704,,2021.0,,,NULL
OC_ACTOR_10705,,,,,NULL
OC_ACTOR_10706,,,,,NULL
OC_ACTOR_10707,,,,,NULL
OC_ACTOR_10708,,,,,NULL
OC_ACTOR_10709,,,,,NULL
OC_ACTOR_10710,,,,,NULL
OC_ACTOR_10711,,,,,NULL
OC_ACTOR_10712,,,,,NULL
OC_ACTOR_10713,,,,,NULL
OC_ACTOR_10714,,,,,NULL
OC_ACTOR_10715,,,,,NULL
OC_ACTOR_10716,,,,,NULL
OC_ACTOR_10717,,,,,NULL
OC_ACTOR_10718,,,,,NULL
OC_ACTOR_10719,,2020.0,,,NULL
OC_ACTOR_10720,,,,,NULL
OC_ACTOR_10721,,,,,NULL
OC_ACTOR_10722,,,,,NULL
OC_ACTOR_10723,,,,,NULL
OC_ACTOR_10724,,2014.0,,,NULL
OC_ACTOR_10725,,,,,NULL
OC_ACTOR_10726,,,,,NULL
OC_ACTOR_10727,,,,,NULL
OC_ACTOR_10728,,2016.0,,,NULL
OC_ACTOR_10729,,,,,NULL
OC_ACTOR_10730,,2013.0,,,NULL
OC_ACTOR_10731,,,,,NULL
OC_ACTOR_10732,,,,,NULL
OC_ACTOR_10733,,,,,NULL
OC_ACTOR_10734,,,,,NULL
OC_ACTOR_10735,,,,,NULL
OC_ACTOR_10736,,,,,NULL
OC_ACTOR_10737,,,,,NULL
OC_ACTOR_10738,,,,,NULL
OC_ACTOR_10739,,,,,NULL
OC_ACTOR_10740,,,,,NULL
OC_ACTOR_10741,,,,,NULL
OC_ACTOR_10742,,,,,NULL
OC_ACTOR_10743,,,,,NULL
OC_ACTOR_10744,,,,,NULL
OC_ACTOR_10745,,,,,NULL
OC_ACTOR_10746,,,,,NULL
OC_ACTOR_10747,,,,,NULL
OC_ACTOR_10748,,,,,NULL
OC_ACTOR_10749,,,,,NULL
OC_ACTOR_10750,,,,,NULL
OC_ACTOR_10751,,,,,NULL
OC_ACTOR_10752,,,,,NULL
OC_ACTOR_10753,,,,,NULL
OC_ACTOR_10754,,,,,NULL
OC_ACTOR_10755,,,,,NULL
OC_ACTOR_10756,,,,,NULL
OC_ACTOR_10757,,,,,NULL
OC_ACTOR_10758,,,,,NULL
OC_ACTOR_10759,,,,,NULL
OC_ACTOR_10760,,,,,NULL
OC_ACTOR_10761,,,,,NULL
OC_ACTOR_10762,,,,,NULL
OC_ACTOR_10763,,,,,NULL
OC_ACTOR_10764,,,,,NULL
OC_ACTOR_10765,,,,,NULL
OC_ACTOR_10766,,,,,NULL
OC_ACTOR_10767,,,,,NULL
OC_ACTOR_10768,,,,,NULL
OC_ACTOR_10769,,,,,NULL
OC_ACTOR_10770,,,,,NULL
OC_ACTOR_10771,,,,,NULL
OC_ACTOR_10772,,,,,NULL
OC_ACTOR_10773,,,,,NULL
OC_ACTOR_10774,,,,,NULL
OC_ACTOR_10775,,,,,NULL
OC_ACTOR_10776,,,,,NULL
OC_ACTOR_10777,,,,,NULL
OC_ACTOR_10778,,,,,NULL
OC_ACTOR_10779,,,,,NULL
OC_ACTOR_10780,,,,,NULL
OC_ACTOR_10781,,,,,NULL
OC_ACTOR_10782,,,,,NULL
OC_ACTOR_10783,,,,,NULL
OC_ACTOR_10784,,,,,NULL
OC_ACTOR_10785,,,,,NULL
OC_ACTOR_10786,,,,,NULL
OC_ACTOR_10787,,,,,NULL
OC_ACTOR_10788,,,,,NULL
OC_ACTOR_10789,,,,,NULL
OC_ACTOR_10790,,,,,NULL
OC_ACTOR_10791,,,,,NULL
OC_ACTOR_10792,,,,,NULL
OC_ACTOR_10793,,,,,NULL
OC_ACTOR_10794,,,,,NULL
OC_ACTOR_10795,,,,,NULL
OC_ACTOR_10796,,,,,NULL
OC_ACTOR_10797,,,,,NULL
OC_ACTOR_10798,,,,,NULL
OC_ACTOR_10799,,,,,NULL
OC_ACTOR_10800,,,,,NULL
OC_ACTOR_10801,,,,,NULL
OC_ACTOR_10802,,,,,NULL
OC_ACTOR_10803,,,,,NULL
OC_ACTOR_10804,,,,,NULL
OC_ACTOR_10805,,,,,NULL
OC_ACTOR_10806,,,,,NULL
OC_ACTOR_10807,,,,,NULL
OC_ACTOR_10808,,,,,NULL
OC_ACTOR_10809,,2021.0,,,NULL
OC_ACTOR_10810,,,,,NULL
OC_ACTOR_10811,,2013.0,,,NULL
OC_ACTOR_10812,,2018.0,,,NULL
OC_ACTOR_10813,,,,,NULL
OC_ACTOR_10814,,,,,NULL
OC_ACTOR_10815,,,,,NULL
OC_ACTOR_10816,,2021.0,,,NULL
OC_ACTOR_10817,,2021.0,,,NULL
OC_ACTOR_10818,,,,,NULL
OC_ACTOR_10819,,,,,NULL
OC_ACTOR_10820,,,,,NULL
OC_ACTOR_10821,,2020.0,,,NULL
OC_ACTOR_10822,,,,,NULL
OC_ACTOR_10823,,,,,NULL
OC_ACTOR_10824,,,,,NULL
OC_ACTOR_10825,,,,,NULL
OC_ACTOR_10826,,,,,NULL
OC_ACTOR_10827,,,,,NULL
OC_ACTOR_10828,,,,,NULL
OC_ACTOR_10829,,,,,NULL
OC_ACTOR_10830,,,,,NULL
OC_ACTOR_10831,,,,,NULL
OC_ACTOR_10832,,2021.0,,,NULL
OC_ACTOR_10833,,,,,NULL
OC_ACTOR_10834,,,,,NULL
OC_ACTOR_10835,,2013.0,,,NULL
OC_ACTOR_10836,,2015.0,,,NULL
OC_ACTOR_10837,,,,,NULL
OC_ACTOR_10838,,,,,NULL
OC_ACTOR_10839,,,,,NULL
OC_ACTOR_10840,,,,,NULL
OC_ACTOR_10841,,2010.0,,,NULL
OC_ACTOR_10842,,,,,NULL
OC_ACTOR_10843,,,,,NULL
OC_ACTOR_10844,,,,,NULL
OC_ACTOR_10845,,,,,NULL
OC_ACTOR_10846,,,,,NULL
OC_ACTOR_10847,,,,,NULL
OC_ACTOR_10848,,2021.0,,,NULL
OC_ACTOR_10849,,2020.0,,,NULL
OC_ACTOR_10850,,,,,NULL
OC_ACTOR_10851,,2021.0,,,NULL
OC_ACTOR_10852,,,,,NULL
OC_ACTOR_10853,,,,,NULL
OC_ACTOR_10854,,,,,NULL
OC_ACTOR_10855,,2021.0,,,NULL
OC_ACTOR_10856,,,,,NULL
OC_ACTOR_10857,,,,,NULL
OC_ACTOR_10858,,,,,NULL
OC_ACTOR_10859,,2018.0,,,NULL
OC_ACTOR_10860,,2021.0,,,NULL
OC_ACTOR_10861,,,,,NULL
OC_ACTOR_10862,,,,,NULL
OC_ACTOR_10863,,2019.0,,,NULL
OC_ACTOR_10864,,,,,NULL
OC_ACTOR_10865,,,,,NULL
OC_ACTOR_10866,,2019.0,,,NULL
OC_ACTOR_10867,,,,,NULL
OC_ACTOR_10868,,,,,NULL
OC_ACTOR_10869,,,,,NULL
OC_ACTOR_10870,,2021.0,,,NULL
OC_ACTOR_10871,,,,,NULL
OC_ACTOR_10872,,,,,NULL
OC_ACTOR_10873,,2020.0,,,NULL
OC_ACTOR_10874,,,,,NULL
OC_ACTOR_10875,,,,,NULL
OC_ACTOR_10876,,,,,NULL
OC_ACTOR_10877,,,,,NULL
OC_ACTOR_10878,,,,,NULL
OC_ACTOR_10879,,2019.0,,,NULL
OC_ACTOR_10880,,,,,NULL
OC_ACTOR_10881,,,,,NULL
OC_ACTOR_10882,,,,,NULL
OC_ACTOR_10883,,2020.0,,,NULL
OC_ACTOR_10884,,2021.0,,,NULL
OC_ACTOR_10885,,,,,NULL
OC_ACTOR_10886,,,,,NULL
OC_ACTOR_10887,,,,,NULL
OC_ACTOR_10888,,2018.0,,,NULL
OC_ACTOR_10889,,,,,NULL
OC_ACTOR_10890,,,,,NULL
OC_ACTOR_10891,,,,,NULL
OC_ACTOR_10892,,,,,NULL
OC_ACTOR_10893,,,,,NULL
OC_ACTOR_10894,,,,,NULL
OC_ACTOR_10895,,,,,NULL
OC_ACTOR_10896,,,,,NULL
OC_ACTOR_10897,,2013.0,,,NULL
OC_ACTOR_10898,,,,,NULL
OC_ACTOR_10899,,,,,NULL
OC_ACTOR_10900,,2021.0,,,NULL
OC_ACTOR_10901,,,,,NULL
OC_ACTOR_10902,,2018.0,,,NULL
OC_ACTOR_10903,,2020.0,,,NULL
OC_ACTOR_10904,,2015.0,,,NULL
OC_ACTOR_10905,,,,,NULL
OC_ACTOR_10906,,,,,NULL
OC_ACTOR_10907,,2018.0,,,NULL
OC_ACTOR_10908,,2021.0,,,NULL
OC_ACTOR_10909,,2022.0,,,NULL
OC_ACTOR_10910,,2016.0,,,NULL
OC_ACTOR_10911,,2021.0,,,NULL
OC_ACTOR_10912,,2021.0,,,NULL
OC_ACTOR_10913,,,,,NULL
OC_ACTOR_10914,,,,,NULL
OC_ACTOR_10915,,,,,NULL
OC_ACTOR_10916,,,,,NULL
OC_ACTOR_10917,,,,,NULL
OC_ACTOR_10918,,2021.0,,,NULL
OC_ACTOR_10919,,,,,NULL
OC_ACTOR_10920,,,,,NULL
OC_ACTOR_10921,,,,,NULL
OC_ACTOR_10922,,,,,NULL
OC_ACTOR_10923,,,,,NULL
OC_ACTOR_10924,,,,,NULL
OC_ACTOR_10925,,,,,NULL
OC_ACTOR_10926,,,,,NULL
OC_ACTOR_10927,,,,,NULL
OC_ACTOR_10928,,2019.0,,,NULL
OC_ACTOR_10929,,,,,NULL
OC_ACTOR_10930,,,,,NULL
OC_ACTOR_10931,,,,,NULL
OC_ACTOR_10932,,,,,NULL
OC_ACTOR_10933,,,,,NULL
OC_ACTOR_10934,,,,,NULL
OC_ACTOR_10935,,,,,NULL
OC_ACTOR_10936,,,,,NULL
OC_ACTOR_10937,,,,,NULL
OC_ACTOR_10938,,,,,NULL
OC_ACTOR_10939,,,,,NULL
OC_ACTOR_10940,,,,,NULL
OC_ACTOR_10941,,,,,NULL
OC_ACTOR_10942,,,,,NULL
OC_ACTOR_10943,,,,,NULL
OC_ACTOR_10944,,,,,NULL
OC_ACTOR_10945,,,,,NULL
OC_ACTOR_10946,,,,,NULL
OC_ACTOR_10947,,,,,NULL
OC_ACTOR_10948,,,,,NULL
OC_ACTOR_10949,,,,,NULL
OC_ACTOR_10950,,,,,NULL
OC_ACTOR_10951,,,,,NULL
OC_ACTOR_10952,,,,,NULL
OC_ACTOR_10953,,,,,NULL
OC_ACTOR_10954,,,,,NULL
OC_ACTOR_10955,,,,,NULL
OC_ACTOR_10956,,,,,NULL
OC_ACTOR_10957,,,,,NULL
OC_ACTOR_10958,,,,,NULL
OC_ACTOR_10959,,,,,NULL
OC_ACTOR_10960,,,,,NULL
OC_ACTOR_10961,,,,,NULL
OC_ACTOR_10962,,,,,NULL
OC_ACTOR_10963,,,,,NULL
OC_ACTOR_10964,,,,,NULL
OC_ACTOR_10965,,,,,NULL
OC_ACTOR_10966,,,,,NULL
OC_ACTOR_10967,,,,,NULL
OC_ACTOR_10968,,,,,NULL
OC_ACTOR_10969,,,,,NULL
OC_ACTOR_10970,,,,,NULL
OC_ACTOR_10971,,,,,NULL
OC_ACTOR_10972,,,,,NULL
OC_ACTOR_10973,,,,,NULL
OC_ACTOR_10974,,,,,NULL
OC_ACTOR_10975,,,,,NULL
OC_ACTOR_10976,,,,,NULL
OC_ACTOR_10977,,,,,NULL
OC_ACTOR_10978,,,,,NULL
OC_ACTOR_10979,,,,,NULL
OC_ACTOR_10980,,,,,NULL
OC_ACTOR_10981,,,,,NULL
OC_ACTOR_10982,,,,,NULL
OC_ACTOR_10983,,,,,NULL
OC_ACTOR_10984,,,,,NULL
OC_ACTOR_10985,,2021.0,,,NULL
OC_ACTOR_10986,,,,,NULL
OC_ACTOR_10987,,,,,NULL
OC_ACTOR_10988,,,,,NULL
OC_ACTOR_10989,,,,,NULL
OC_ACTOR_10990,,,,,NULL
OC_ACTOR_10991,,,,,NULL
OC_ACTOR_10992,,,,,NULL
OC_ACTOR_10993,,,,,NULL
OC_ACTOR_10994,,,,,NULL
OC_ACTOR_10995,,,,,NULL
OC_ACTOR_10996,,,,,NULL
OC_ACTOR_10997,,,,,NULL
OC_ACTOR_10998,,,,,NULL
OC_ACTOR_10999,,,,,NULL
OC_ACTOR_11000,,,,,NULL
OC_ACTOR_11001,,,,,NULL
OC_ACTOR_11002,,,,,NULL
OC_ACTOR_11003,,2019.0,,,NULL
OC_ACTOR_11004,,,,,NULL
OC_ACTOR_11005,,,,,NULL
OC_ACTOR_11006,,,,,NULL
OC_ACTOR_11007,,,,,NULL
OC_ACTOR_11008,,,,,NULL
OC_ACTOR_11009,,,,,NULL
OC_ACTOR_11010,,,,,NULL
OC_ACTOR_11011,,,,,NULL
OC_ACTOR_11012,,,,,NULL
OC_ACTOR_11013,,,,,NULL
OC_ACTOR_11014,,,,,NULL
OC_ACTOR_11015,,,,,NULL
OC_ACTOR_11016,,,,,NULL
OC_ACTOR_11017,,,,,NULL
OC_ACTOR_11018,,,,,NULL
OC_ACTOR_11019,,,,,NULL
OC_ACTOR_11020,,,,,NULL
OC_ACTOR_11021,,,,,NULL
OC_ACTOR_11022,,,,,NULL
OC_ACTOR_11023,,,,,NULL
OC_ACTOR_11024,,,,,NULL
OC_ACTOR_11025,,,,,NULL
OC_ACTOR_11026,,,,,NULL
OC_ACTOR_11027,,,,,NULL
OC_ACTOR_11028,,,,,NULL
OC_ACTOR_11029,,,,,NULL
OC_ACTOR_11030,,,,,NULL
OC_ACTOR_11031,,,,,NULL
OC_ACTOR_11032,,2021.0,,,NULL
OC_ACTOR_11033,,2021.0,,,NULL
OC_ACTOR_11034,,,,,NULL
OC_ACTOR_11035,,,,,NULL
OC_ACTOR_11036,,,,,NULL
OC_ACTOR_11037,,,,,NULL
OC_ACTOR_11038,,,,,NULL
OC_ACTOR_11039,,,,,NULL
OC_ACTOR_11040,,,,,NULL
OC_ACTOR_11041,,,,,NULL
OC_ACTOR_11042,,,,,NULL
OC_ACTOR_11043,,,,,NULL
OC_ACTOR_11044,,2021.0,,,NULL
OC_ACTOR_11045,,,,,NULL
OC_ACTOR_11046,,,,,NULL
OC_ACTOR_11047,,,,,NULL
OC_ACTOR_11048,,,,,NULL
OC_ACTOR_11049,,2017.0,,,NULL
OC_ACTOR_11050,,,,,NULL
OC_ACTOR_11051,,,,,NULL
OC_ACTOR_11052,,,,,NULL
OC_ACTOR_11053,,2016.0,,,NULL
OC_ACTOR_11054,,,,,NULL
OC_ACTOR_11055,,,,,NULL
OC_ACTOR_11056,,,,,NULL
OC_ACTOR_11057,,,,,NULL
OC_ACTOR_11058,,,,,NULL
OC_ACTOR_11059,,,,,NULL
OC_ACTOR_11060,,,,,NULL
OC_ACTOR_11061,,,,,NULL
OC_ACTOR_11062,,,,,NULL
OC_ACTOR_11063,,,,,NULL
OC_ACTOR_11064,,,,,NULL
OC_ACTOR_11065,,,,,NULL
OC_ACTOR_11066,,,,,NULL
OC_ACTOR_11067,,,,,NULL
OC_ACTOR_11068,,,,,NULL
OC_ACTOR_11069,,,,,NULL
OC_ACTOR_11070,,,,,NULL
OC_ACTOR_11071,,2021.0,,,NULL
OC_ACTOR_11072,,2019.0,,,NULL
OC_ACTOR_11073,,,,,NULL
OC_ACTOR_11074,,2015.0,,,NULL
OC_ACTOR_11075,,2020.0,,,NULL
OC_ACTOR_11076,,,,,NULL
OC_ACTOR_11077,,,,,NULL
OC_ACTOR_11078,,,,,NULL
OC_ACTOR_11079,,,,,NULL
OC_ACTOR_11080,,,,,NULL
OC_ACTOR_11081,,,,,NULL
OC_ACTOR_11082,,,,,NULL
OC_ACTOR_11083,,2021.0,,,NULL
OC_ACTOR_11084,,2021.0,,,NULL
OC_ACTOR_11085,,,,,NULL
OC_ACTOR_11086,,,,,NULL
OC_ACTOR_11087,,,,,NULL
OC_ACTOR_11088,,2019.0,,,NULL
OC_ACTOR_11089,,2018.0,,,NULL
OC_ACTOR_11090,,,,,NULL
OC_ACTOR_11091,,,,,NULL
OC_ACTOR_11092,,,,,NULL
OC_ACTOR_11093,,,,,NULL
OC_ACTOR_11094,,,,,NULL
OC_ACTOR_11095,,,,,NULL
OC_ACTOR_11096,,,,,NULL
OC_ACTOR_11097,,,,,NULL
OC_ACTOR_11098,,,,,NULL
OC_ACTOR_11099,,,,,NULL
OC_ACTOR_11100,,,,,NULL
OC_ACTOR_11101,,,,,NULL
OC_ACTOR_11102,,,,,NULL
OC_ACTOR_11103,,,,,NULL
OC_ACTOR_11104,,,,,NULL
OC_ACTOR_11105,,,,,NULL
OC_ACTOR_11139,32300000000.0,2021.0,96163.0,Chemicals,NULL
OC_ACTOR_11181,28000000000.0,,144400.0,,NULL
OC_ACTOR_11183,33300000000.0,2021.0,30000.0,Biotech & pharma,NULL
OC_ACTOR_11189,1700000000.0,2019.0,13450.0,Specialized professional services,NULL
OC_ACTOR_11221,44700000000.0,2021.0,492000.0,,NULL
OC_ACTOR_11228,8049000000.0,2020.0,37403.0,Construction,NULL
OC_ACTOR_11231,4499999700.0,,223370.0,,NULL
OC_ACTOR_11283,26459000000.0,2020.0,59533.0,Textiles & fabric goods,NULL
OC_ACTOR_11291,11171300000.0,2019.0,,,NULL
OC_ACTOR_11294,5299999700.0,2019.0,26122.0,,NULL
OC_ACTOR_11301,9700000000.0,,67000.0,"Trading, wholesale, distribution, rental & leasing",NULL
OC_ACTOR_11303,7200000000.0,,11400.0,Electrical & electronic equipment,NULL
OC_ACTOR_11310,2500000000.0,2020.0,,,NULL
OC_ACTOR_11320,18400000000.0,,86000.0,,NULL
OC_ACTOR_11325,4800000000.0,2020.0,8878.0,,NULL
OC_ACTOR_11327,78900000000.0,2020.0,,Convenience retail,NULL
OC_ACTOR_11360,13900000000.0,,55598.0,,NULL
OC_ACTOR_11368,5200000000.0,,16300.0,,NULL
OC_ACTOR_11374,9200000000.0,2020.0,3750.0,,NULL
OC_ACTOR_11416,30400000000.0,2020.0,90386.0,Air transport,NULL
OC_ACTOR_11417,24500000000.0,2020.0,67200.0,,NULL
OC_ACTOR_11422,76200000000.0,2021.0,134931.0,,NULL
OC_ACTOR_11438,10200001000.0,2021.0,34504.0,Food & beverage processing,NULL
OC_ACTOR_11441,3000000000.0,2021.0,7724.0,,NULL
OC_ACTOR_11450,10200001000.0,2020.0,34500.0,,NULL
OC_ACTOR_11484,4899999700.0,2020.0,17497.0,,NULL
OC_ACTOR_11487,70600000000.0,2021.0,101958.0,,NULL
OC_ACTOR_11506,16100000000.0,,17400.0,Biotech & pharma,NULL
OC_ACTOR_11530,166300000000.0,2021.0,118899.0,Web & marketing services,NULL
OC_ACTOR_11538,9300000000.0,2020.0,36270.0,,NULL
OC_ACTOR_11556,20500000000.0,2021.0,7300.0,Tobacco,NULL
OC_ACTOR_11567,6200000000.0,2020.0,17789.0,,NULL
OC_ACTOR_11576,280522000000.0,2019.0,798000.0,,NULL
OC_ACTOR_11589,11100000000.0,,50000.0,,NULL
OC_ACTOR_11592,52300000000.0,2021.0,189448.0,,NULL
OC_ACTOR_11594,43700000000.0,2020.0,133700.0,,NULL
OC_ACTOR_11603,182100000000.0,2021.0,22000.0,,NULL
OC_ACTOR_11635,5800000000.0,,16400.0,,NULL
OC_ACTOR_11652,29900000000.0,,69000.0,Coal mining,NULL
OC_ACTOR_11654,52300000000.0,2021.0,171915.0,Food & beverage processing,NULL
OC_ACTOR_11679,109300000000.0,2020.0,70600.0,,NULL
OC_ACTOR_11708,260174000000.0,2020.0,137000.0,Electrical & electronic equipment,NULL
OC_ACTOR_11710,15000001000.0,,22000.0,,NULL
OC_ACTOR_11717,14400000000.0,2021.0,141000.0,,NULL
OC_ACTOR_11741,16199999000.0,2021.0,283500.0,,NULL
OC_ACTOR_11753,70500000000.0,2020.0,191248.0,,NULL
OC_ACTOR_11784,9799999000.0,,20507.0,,NULL
OC_ACTOR_11836,19164000000.0,2020.0,,Food & beverage processing,NULL
OC_ACTOR_11837,19900000000.0,2021.0,39283.0,,NULL
OC_ACTOR_11868,9900000000.0,2021.0,49000.0,,NULL
OC_ACTOR_11879,11800001000.0,2020.0,16243.0,Biotech & pharma,NULL
OC_ACTOR_11883,26233000000.0,2020.0,70600.0,Biotech & pharma,NULL
OC_ACTOR_11890,179200000000.0,2020.0,246000.0,"Media, telecommunications & data center services",NULL
OC_ACTOR_11902,10400000000.0,2020.0,29090.0,Land & Property ownership & development,NULL
OC_ACTOR_11908,1400000000.0,2020.0,3616.0,,NULL
OC_ACTOR_11910,12970000000.0,2020.0,108317.0,IT & software development,NULL
