actor_id,population,year,created,last_updated,datasource_id
OC_ACTOR_1543,19523,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1544,1115,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1545,2027,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1546,1368,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1547,4408,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1548,6964,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1549,8650,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1550,1730,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1551,96663,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1552,87942,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1553,484,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1554,14525,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1555,10576,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1556,6226,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1557,668,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1558,126766,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1559,16320,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1560,7812,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1561,1779,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1562,112478,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1563,8050,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1564,675950,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1565,157000,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1566,1439,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1567,360,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1568,370,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1569,1788,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1570,6000,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1571,2082,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1572,1076,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1573,13618,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1574,4690,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1575,4500,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1576,27104,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1577,1310,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1578,3522,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1579,24563,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1580,1343,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1581,6308,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1582,4355,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1583,4267,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1584,950,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1585,16100,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1586,4585,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1587,127,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1588,10660,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1589,6906,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1590,20837,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1591,3054,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1592,183851,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1593,65,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1594,1330,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1595,807,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1596,4665,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1597,5410,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1598,4039,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1599,1886,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1600,77847,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1601,51729,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1602,13322,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1603,899,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1604,7107,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1605,16885,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1606,2799,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1607,11189,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1608,66502,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1609,18627,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1610,2437,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1611,17914,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1612,2082,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1613,11521,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1614,2470852,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1615,710,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1616,1175,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1617,7281,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1618,1555,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1619,2436,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1620,18079,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1621,7370,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1622,1759,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1623,14315,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1624,11760,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1625,200,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1626,1314,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1627,22437,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1628,3921,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1629,39478,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1630,61667,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1631,4097,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1632,822,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1633,8296,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1634,1578,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1635,1272,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1636,2212,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1637,4030,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1638,2625,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1639,5855,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1640,50328,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1641,1181,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1642,7416,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1643,12504,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1644,880,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1645,32561,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1646,657,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1647,35666,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1648,15792,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1649,945,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1650,25706,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1651,2128,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1652,4852,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1653,6183,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1654,2968,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1655,109694,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1656,33775,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1657,4850,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1658,636,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1659,624,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1660,6758,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1661,1944,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1662,5209,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1663,16298,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1664,11085,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1665,6264,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1666,200,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1667,63408,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1668,5582,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1669,677,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1670,15311,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1671,6947,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1672,11592,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1673,5600,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1674,5240,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1675,2590,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1676,3477,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1677,5150,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1678,136,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1679,10820,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1680,7760,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1681,1204073,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1682,746,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1683,7522,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1684,534,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1685,4371,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1686,14387,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1687,437,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1688,859,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1689,4521,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1690,3080,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1691,5793,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1692,48487,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1693,10328,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1694,10812,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1695,660,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1696,14169,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1697,1493,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1698,654,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1699,2556,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1700,2747,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1701,544,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1702,7102,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1703,1307,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1704,3200,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1705,818,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1706,8404,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1707,1101,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1708,1753,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1709,1534,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1710,973,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1711,10400,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1712,830,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1713,819,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1714,7132,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1715,7458,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1716,13082,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1717,468,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1718,613,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1719,4519,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1720,1322,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1721,10164,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1722,2200,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1723,11910,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1724,1362,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1725,562,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1726,2450,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1727,1300000,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1728,1242,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1729,3085,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1730,1586,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1731,5640,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1732,1115,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1733,3805,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1734,13628,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1735,1716,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1736,2870,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1737,439,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1738,1910,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1739,427000,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1740,1389,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1741,5780,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1742,969,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1743,26543,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1744,1616,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1745,2500,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1746,12415,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1747,520173,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1748,2092,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1749,650,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1750,13548,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1751,3211,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1752,6490,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1753,35393,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1754,7211,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1755,4849,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1756,2300,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1757,10003,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1758,1573,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1759,914501,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1760,1900,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1761,13077,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1762,853,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1763,1086,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1764,1084,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1765,4474,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1766,4977,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1767,341343,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1768,4455,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1769,31150,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1770,1560,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1771,3868,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1772,15906,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1773,263,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1774,3997,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1775,333,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1776,4566,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1777,6300,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1778,2420,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1779,9411,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1780,554,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1781,39272,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1782,4104,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1783,1809,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1784,5115,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1785,12000,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1786,4836,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1787,21873,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1788,11035,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1789,113,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1790,9166,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1791,4400240,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1792,5000,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1793,2200,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1794,3442,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1795,874,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1796,5530,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1797,11281,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1798,1205,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1799,5309,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1800,678,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1801,48576,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1802,3407,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1803,1261,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1804,28122,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1805,633,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1806,2507,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1807,13221,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1808,9940,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1809,93,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1810,3887,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1811,5199,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1812,230,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1813,452,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1814,550,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1815,590,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1816,4656,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1817,3974,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1818,1121,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1819,7550,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1820,2595,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1821,108,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1822,14117,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1823,4559,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1824,603,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1825,4700,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1826,7819,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1827,1637,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1828,3122,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1829,8189,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1830,9305,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1831,1746,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1832,3319426,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1833,6836,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1834,3002,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1835,2032,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1836,1106,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1837,27794,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1838,6380,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1839,82,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1840,26415,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1841,16112,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1842,1550,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1843,1344,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1844,702,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1845,11187,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1846,7267,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1847,671,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1848,28684,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1849,20613,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1850,16432,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1851,5630,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1852,1952,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
OC_ACTOR_1853,1590,2021,2022-10-11,2022-10-11,OC_DATASOURCE_7
